33,970.549377,12.588384,1144.240082,114.714162
34,969.463623,13.153218,1144.389374,116.005177
35,968.356689,19.828465,1144.517502,123.406612
36,973.709839,17.094273,1152.368027,129.978603
39,973.791870,22.617228,1158.429749,145.628588
40,974.253906,24.518391,1160.191681,148.395771
41,976.156006,30.826546,1163.393677,155.569954
42,992.016907,43.375324,1156.665710,169.888500
45,996.630432,57.988083,1160.301773,187.236908
46,995.288879,60.167862,1159.260193,189.653564
47,996.304138,66.622803,1160.575424,196.345398
48,1003.432251,71.348183,1172.770981,218.444298
49,1001.318909,71.074379,1172.679581,219.926857
50,1002.664612,75.454720,1176.047211,226.063545
51,1007.978271,85.462090,1181.244583,248.224358
52,1008.589050,85.965523,1183.263870,250.050911
53,1006.676697,94.899742,1182.760040,260.308266
54,1018.942444,103.706734,1191.038528,275.402855
55,1017.989136,109.367317,1190.796738,281.773293
56,1019.189392,118.460060,1192.708511,291.575905
57,1021.366943,133.664505,1201.711472,303.782059
58,1022.357727,138.587250,1202.422852,308.441238
59,1026.315063,152.885834,1206.100769,322.476257
60,1024.150757,186.535812,1222.452118,344.975525
61,1025.338867,183.810837,1222.232742,341.125992
62,1031.680542,197.208893,1227.166946,353.399490
63,1034.012085,213.681366,1236.434952,386.346848
64,1032.861816,217.166718,1237.189163,391.456711
65,1034.579102,230.030334,1240.810974,405.944855
66,1035.823853,258.310730,1260.751129,443.618622
67,1036.706787,259.979065,1262.898697,446.328827
68,1040.031006,271.862915,1267.487518,459.254517
69,1027.594971,294.070465,1279.730591,505.392090
70,1035.580688,296.702301,1290.702927,510.527100
71,1037.356812,315.178955,1295.465637,531.506897
72,1049.281250,336.310608,1329.102875,577.259430
73,1032.244873,347.795563,1315.125671,591.378555
74,1035.520020,367.193726,1321.459961,613.410904
75,1059.131714,375.630219,1356.596893,654.504028
76,1060.370850,390.369873,1361.471771,672.652161
77,1063.518799,416.184723,1368.255432,701.875519
78,1059.534302,426.390045,1392.903656,773.272736
79,1063.889038,431.197815,1403.275421,784.341461
80,1075.694458,461.887970,1421.097839,821.292511
81,1062.802612,521.171448,1450.870758,916.358154
82,1066.577759,528.797119,1458.529053,927.938171
83,1077.261353,565.555908,1473.095764,968.651337
84,1091.321045,674.499390,1517.739441,1101.528503
85,1094.415161,680.219360,1523.467407,1109.886078
86,1102.971802,715.090881,1534.657898,1147.395203
87,1107.154419,835.122009,1582.917236,1375.363770
88,1127.491943,847.529968,1612.599243,1398.382629
89,1130.789795,837.232788,1625.241547,1398.696350
